artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,genre
The Offspring,Self Esteem,75,0.488,0.862,,-7.595,1,0.0476,0.0204,,0.359,0.706,104.56,257827,4,Rock
Yelle,Je veux te voir,51,0.924,0.651,7,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,126.947,261920,4,Alt_Music
yes/and,Centered Shell,16,0.62,0.171,7,-18.73,1,0.0613,0.993,0.953,0.111,0.922,80.983,156333,4,Indie_Alt
Giraffes? Giraffes!,At the Turf Field Behind My Parents' House,37,0.563,0.648,9,-13.441,1,0.0284,0.529,0.882,0.342,0.685,80.002,273782,4,Rock
b√ºlow,First Place,61,0.666,0.642,3,-6.385,1,0.0445,0.293,,0.0873,0.427,165.076,153545,4,Pop
Friedberg,Lizzy,40,0.5,0.817,1,-5.876,1,0.0457,0.000255,0.0922,0.136,0.48,130.978,230127,4,Alt_Music
Incubus,Megalomaniac,59,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800,4,Rock
Edenbridge,Live and Let Go,36,0.443,0.927,3,-8.046,0,0.0613,0.0000462,0.0000062,0.123,0.392,129.993,270599,4,Metal
Sterling Brown,Ma Rainey,,0.687,0.0292,,-23.057,1,0.209,0.844,,0.145,0.435,134.231,132000,3,HipHop
Losing You,Flyte,,0.624,0.694,1,-8.084,1,0.0258,0.338,0.0283,0.109,0.912,141.968,3.445333333,4,Acoustic/Folk
Kasabian,Shoot the Runner,55,0.526,0.776,7,-4.169,1,0.0852,0.000431,0.0157,0.334,0.524,131.194,207373,4,Indie_Alt
Arhkota,Dreamy Hamilton,25,0.115,0.385,,-12.351,1,0.0375,0.753,0.313,0.339,0.149,71.203,296518,3,Indie_Alt
Phani Narayana,Raghuvamsa Sudha,17,0.577,0.636,9,-10.157,1,0.13,0.823,0.00173,0.142,0.567,98.055,301933,4,Indie_Alt
Tessa Violet,Games,61,0.682,0.736,1,-5.004,1,0.0458,0.017,,0.14,0.812,150.021,209748,4,Alt_Music
Nectar,Birthday,24,0.467,0.896,4,-3.31,1,0.0441,0.0000797,0.358,0.3,0.145,109.953,242116,4,Rock
The Orphan The Poet,The Moxie,45,0.673,0.782,,-5.456,1,0.0817,0.00166,0.0000185,0.341,0.883,135.082,163333,4,Pop
Great White,House Of Broken Love,49,0.581,0.468,9,-15.763,0,0.0314,0.0251,0.0845,0.0831,0.49,116.04,358427,3,Rock
Knesiyat Hasechel,Hainu Ossim Ahava (We Would Do Love),33,0.407,0.63,,-5.678,1,0.0302,0.00198,,0.294,0.37,90.613,191360,4,Rock
Pineapple Express,Colour,26,0.508,0.869,1,-5.393,1,0.0545,0.0256,,0.0552,0.6,149.92,4.026666667,4,Acoustic/Folk
Leah Blevins,Heart of Gold (615 Sessions),42,0.711,0.167,5,-13.319,0,0.0331,0.836,0.00000127,0.1,0.476,82.842,1.76068333,4,Acoustic/Folk
Blur,Ghost Ship,63,0.803,0.722,2,-6.421,1,0.0377,0.0324,0.00264,0.0763,0.857,139.981,299133,4,Rock
Joan Baez,Diamonds And Rust,,0.517,0.347,5,-12.153,0,0.0286,0.24,,0.131,0.273,130.188,4.76845,4,Acoustic/Folk
The Brian Jonestown Massacre,Panic In Babylon,40,0.465,0.884,11,-5.423,1,0.051,0.000793,0.818,0.49,0.288,128.284,278827,4,Rock
"Kishore Kumar, Amitabh Bachchan",Pag Ghunghroo Baandh - With Dialogue,23,0.572,0.52,7,-9.248,1,0.127,0.521,,0.51,0.62,118.433,9.08445,4,Bollywood
Redman,Let's Get Dirty (I Can't Get In Da Club),43,0.539,0.966,1,-5.02,1,0.433,0.0542,,0.466,0.432,99.142,235533,4,HipHop
"Emerson, Lake & Palmer",Tarkus,26,0.463,0.5,5,-13.366,1,0.0387,0.021,0.0656,0.071,0.399,130.749,1244613,4,Rock
Eddie Rabbitt,Every Which Way but Loose - 2009 Remaster,52,0.598,0.483,7,-7.474,1,0.0292,0.458,0.00000788,0.36,0.452,130.663,2.860883333,4,Country
Avenged Sevenfold,Bat Country,69,0.541,0.968,,-4.129,1,0.0396,0.000248,0.00000828,0.423,0.505,125.04,311813,4,Rock
FEELS,Car,21,0.487,0.678,2,-6.908,1,0.0277,0.0814,0.23,0.168,0.869,87.241,147187,4,Indie_Alt
Jake Bugg,Messed Up Kids,32,0.543,0.911,6,-4.077,1,0.0291,0.00119,,0.0857,0.376,130.259,179893,4,Indie_Alt
Planes Mistaken For Stars,Copper and Stars,33,0.344,0.809,,-8.984,1,0.124,0.000563,0.288,0.0935,0.394,125.281,211653,4,Rock
Larkin Poe,Tears Of Blue To Gold,36,0.56,0.801,,-5.745,1,0.0557,0.0088,0.00000136,0.0789,0.566,140.095,192352,4,Blues
"Hari & Sukhmani, Noori",Yariyaan,31,0.373,0.403,2,-10.829,1,0.0312,0.183,0.0000633,0.0757,0.206,116.41,5.186433333,4,Acoustic/Folk
Squid,Sludge,41,0.391,0.835,7,-4.944,1,0.0702,0.00485,0.00514,0.118,0.109,129.024,300820,4,Indie_Alt
Liam Gallagher,Shockwave,50,0.434,0.891,2,-3.238,0,0.0439,0.00000756,,0.257,0.39,123.958,211192,4,Rock
Korn,Freak On a Leash,74,0.353,0.898,2,-5.877,1,0.052,0.0000223,0.105,0.39,0.525,103.293,255733,4,Rock
Morgan Wallen,Chasin' You,76,0.631,0.591,7,-5.785,1,0.0277,0.657,,0.11,0.489,97.074,3.424216667,4,Country
Aquila Young,Vagabond,32,0.623,0.845,8,-7.485,0,0.0727,0.00114,0.00502,0.126,0.539,117.968,219193,4,Blues
Soundgarden,Rusty Cage,63,0.307,0.917,9,-7.599,1,0.0977,0.0000165,0.00044,0.0566,0.266,101.879,266200,4,Rock
Bebe Rexha,Break My Heart Myself (feat. Travis Barker),72,0.751,0.857,1,-4.385,0,0.0752,0.31,,0.0801,0.501,104.984,151999,4,Pop
Green Day,Dreaming,43,0.356,0.842,9,-6.734,1,0.0531,0.00104,0.0000251,0.0704,0.553,161.03,187405,4,Rock
Little Boots,Meddle,26,0.641,0.88,2,-3.094,1,0.156,0.0219,0.0000397,0.0802,0.636,168.99,195947,4,Indie_Alt
The Futureheads,The Beginning Of The Twist,43,0.42,0.988,5,-2.622,1,0.157,0.00164,,0.286,0.353,155.993,216040,4,Indie_Alt
American Flowers,"Birds of Chicago, Allison Russell, JT Nero",37,0.595,0.256,4,-15.509,1,0.0545,0.895,0.0000545,0.111,0.457,78.343,6.178883333,4,Acoustic/Folk
Del The Funky Homosapien,Mistadobalina,56,0.85,0.797,10,-7.429,0,0.136,0.0964,0.00000838,0.34,0.63,99.615,260307,4,HipHop
Whethan,Freefall (feat. Oliver Tree),54,0.559,0.674,7,-6.554,1,0.0552,0.00681,,0.546,0.808,127.009,155498,4,Rock
Britney Spears,Perfume (The Dreaming Mix),34,0.446,0.708,8,-4.367,1,0.0627,0.568,0.00000172,0.311,0.496,159.858,4.041116667,4,Pop
Hypocrisy,Slippin' Away,41,0.364,0.565,7,-8.793,0,0.0315,0.0005,0.289,0.254,0.0583,121.285,312933,4,Metal
Arcade Fire,Reflektor,59,0.585,0.717,11,-8.379,0,0.0311,0.0561,0.0148,0.366,0.636,111.563,450984,4,Rock
The Bamboos,On The Sly,41,0.622,0.899,6,-9.519,0,0.0516,0.0196,0.00477,0.395,0.885,88.515,217173,4,Pop
Taylor Swift,Mean,63,0.568,0.761,4,-3.987,1,0.0459,0.452,,0.217,0.789,163.974,3.962216667,4,Country
Sonny Boy Williamson II,Got The Bottle Up And Gone,5,0.601,0.0793,9,-19.872,1,0.306,0.989,0.00104,0.116,0.802,171.861,154098,4,Blues
Aretha Franklin,Day Dreaming,60,0.463,0.273,,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,239960,4,HipHop
Hundredth,Youth,43,0.442,0.978,8,-4.568,0,0.0846,0.0000293,0.465,0.0763,0.356,89.986,210480,4,Alt_Music
bel canto,"Shimmering, Warm & Bright",28,0.686,0.622,1,-10.536,0,0.027,0.285,,0.275,0.679,107.076,197960,4,Indie_Alt
Parquet Courts,Master Of My Craft,29,0.166,0.861,2,-6.761,1,0.0651,0.0267,0.842,0.605,0.523,187.544,190347,4,Indie_Alt
Tunng,Scared to Death,17,0.617,0.383,7,-10.679,1,0.0417,0.521,0.000443,0.0708,0.174,130.013,293553,4,Indie_Alt
–î—É—Ä–Ω–æ–µ –í–ª–∏—è–Ω–∏–µ,–ñ–∏–∑–Ω—å –∫–∞–∫ –±–æ–ª–µ–∑–Ω—å,32,0.237,0.7,11,-11.703,1,0.0547,0.00646,0.814,0.122,0.125,136.016,303987,4,Indie_Alt
Beastie Boys,Sure Shot,57,0.692,0.799,1,-7.924,1,0.164,0.388,,0.301,0.549,97.978,199667,4,Alt_Music
The LaFontaines,Alpha,35,0.557,0.92,11,-3.386,0,0.0532,0.000251,,0.222,0.666,95.975,225601,4,Rock
Maneli Jamal,In Solitude,41,0.74,0.18,2,-14.599,0,0.0606,0.949,0.756,0.108,0.298,99.955,2.7,4,Instrumental
U2,Sleep Like A Baby Tonight,42,0.559,0.354,6,-12.5,0,0.0309,0.454,0.00132,0.11,0.471,171.98,301525,4,Rock
DJ Scream,"Hood Rich Anthem (feat. 2 Chainz, Future, Waka Flocka Flame, Yo Gotti & Gucci Mane)",32,0.73,0.829,2,-4.11,1,0.191,0.137,,0.37,0.54,135.914,192533,4,HipHop
A Tribe Called Quest,The Hop,60,0.928,0.517,1,-6.489,1,0.361,0.0679,,0.174,0.616,95.523,207467,4,HipHop
Swamp,Riot,17,0.354,0.689,,-3.504,1,0.0385,0.16,,0.14,0.41,137.444,175109,3,Blues
Backstreet Boys,In a World Like This - Live in Japan,17,0.528,0.835,7,-5.863,1,0.0384,0.00013,0.000207,0.923,0.542,125.02,3.878933333,4,Pop
Birdman,STUNNAMAN (with Roddy Ricch & feat. Lil Wayne),,0.865,0.699,8,-6.062,0,0.196,0.0867,,0.295,0.705,144.949,219121,4,HipHop
Tom Petty,Free Fallin',78,0.623,0.449,5,-13.333,1,0.0253,0.212,,0.0613,0.572,84.383,4.26666667,4,Rock
YSN Flow,Do It Again (feat. Doe Boy),52,0.729,0.741,7,-6.537,0,0.253,0.171,,0.0972,0.877,137.457,155024,4,HipHop
Saba,So and So,52,0.93,0.32,5,-11.715,0,0.0956,0.0139,0.165,0.148,0.0977,120.064,121280,4,HipHop
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50,0.59,0.821,2,-4.933,1,0.0444,0.346,0.00000838,0.454,0.784,116.942,3.133333333,4,Bollywood
KBong,Foolish Fool,43,0.723,0.465,9,-7.554,1,0.0382,0.764,0.0000134,0.452,0.372,120.026,270720,4,Rock
Tom Morello,Suburban Guerrilla,34,0.682,0.764,2,-5.806,1,0.0838,0.00265,0.501,0.265,0.55,156.009,186132,4,Metal
Trobar de Morte,Summoning the Gods,44,0.358,0.4,,-10.715,0,0.0301,0.0115,0.507,0.162,0.0638,150.071,255348,4,Metal
Pinkish Black,Concept Unification,30,0.101,0.328,2,-8.677,1,0.0362,0.0909,0.835,0.0706,0.0345,79.452,313987,3,Metal
Zero 9:36,The End / Undead,58,0.584,0.957,1,-4.789,1,0.13,0.00356,,0.407,0.701,108.029,186682,4,Rock
The Weeknd,The Hills,86,0.585,0.564,,-7.063,0,0.0515,0.0671,,0.135,0.137,113.003,242253,4,Pop
Orianthi,Sinners Hymn,42,0.284,0.948,8,-2.924,0,0.135,0.000173,0.0223,0.116,0.218,170.025,246555,4,Metal
Fall Out Boy,Irresistible,64,0.484,0.938,2,-3.123,1,0.112,0.0706,,0.236,0.444,165.049,206507,4,Rock
Brad Mehldau Trio,These Foolish Things (Remind Me of You),44,0.44,0.128,3,-17.651,1,0.0425,0.951,0.933,0.1,0.179,81.028,6.011783333,4,Instrumental
Sugaray Rayford,Homemade Disaster,28,0.556,0.87,7,-4.816,0,0.166,0.162,0.463,0.0941,0.955,169.826,194564,4,Blues
Chet Faker,Low,64,0.651,0.533,1,-8.726,1,0.0592,0.131,0.181,0.158,0.573,79.538,274424,4,Indie_Alt
The Rolling Stones,Wild Horses - 2009 Mix,70,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,5.69621667,4,Rock
The Automatic,Monster,26,0.602,0.846,4,-7.781,0,0.0401,0.0103,,0.252,0.644,141.393,222548,4,Pop
Hole,Malibu,61,0.528,0.904,2,-5.854,1,0.0343,0.000833,,0.174,0.678,122.372,230040,4,Indie_Alt
Joe Cocker,I Shall Be Released,43,0.379,0.363,9,-13.502,1,0.0308,0.823,0.013,0.0951,0.411,60.564,275960,4,Blues
Daze of June,Hiroshima (feat. Keisuke Numata),39,0.473,0.985,2,-3.312,1,0.132,0.0000891,0.0000648,0.13,0.082,125.003,264940,4,Metal
Mint Field,Aterrizar,28,0.624,0.526,,-8.925,1,0.0295,0.0305,0.572,0.112,0.237,110.949,214467,4,Indie_Alt
Richard Marx,Right Here Waiting,75,0.395,0.252,,-13.589,1,0.0301,0.8,,0.101,0.126,177.679,264333,4,Rock
Fine Young Cannibals,She Drives Me Crazy,72,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,4,Pop
2Pac,California Love - Original Version,74,0.763,0.85,7,-3.052,1,0.0417,0.0304,0.00000121,0.371,0.761,91.519,284907,4,HipHop
Stevedreez,STAY UP,42,0.803,0.319,,-10.736,0,0.154,0.000592,0.0154,0.103,0.441,110.007,229766,4,Pop
Harakiri for the Sky,And Oceans Between Us,33,0.352,0.966,5,-6.302,0,0.0722,0.0000334,0.917,0.403,0.393,155.019,537203,4,Metal
Asking Alexandria,They Don't Want What We Want (And They Don't Care),60,0.557,0.902,2,-4.521,0,0.045,0.000282,0.00246,0.101,0.571,160.073,195391,4,Rock
Collin Raye,"Love, Me",56,0.6,0.242,,-12.63,1,0.031,0.697,,0.128,0.3,106.616,3.86045,4,Country
Jutes,Fvck Your Boyfriend,45,0.472,0.858,7,-5.814,1,0.0461,0.0036,,0.234,0.552,160.05,175871,4,Pop
Sponge,Plowed,55,0.412,0.88,1,-9.001,1,0.045,0.00252,0.0000439,0.09,0.234,105.241,197000,4,Rock
Jamie Lenman,I Don't Wanna Be Your Friend,30,0.538,0.899,9,-5.426,1,0.105,0.000942,0.00509,0.0385,0.267,159.941,154251,4,Rock
Coldplay,Magic,73,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,Rock
Pixey,Free to Live in Colour,42,0.553,0.74,9,-5.54,1,0.0363,0.0987,,0.134,0.656,115.957,194313,4,Alt_Music
Sergey Golovin,Charger,32,0.526,0.845,1,-6.424,0,0.0584,0.0000116,0.658,0.0951,0.425,125.986,247262,4,Metal
Lost Boyz,Me And My Crazy World,50,0.769,0.539,,-9.108,1,0.0781,0.00258,,0.0739,0.573,92.172,311827,4,HipHop
LASTELLE,Only Apathy,25,0.226,0.908,2,-7.469,0,0.104,0.0000901,0.000314,0.251,0.245,170.359,274588,4,Metal
"Alexia Mathieu, Josephine Forrester",Estate,45,0.729,0.113,11,-18.318,0,0.0666,0.981,0.936,0.11,0.173,116.245,2.733083333,4,Instrumental
"Claude Debussy, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd","Rêverie, L. 68",52,0.135,0.0428,5,-26.085,1,0.0483,0.988,0.924,0.134,0.0394,63.831,4,4,Instrumental
Gunn - Truscinski Duo,For Eddie Hazel,28,0.162,0.429,7,-10.567,1,0.0309,0.785,0.892,0.176,0.0613,82.473,455524,4,Rock
John Rae,We Will Never Meet Again,46,0.476,0.104,9,-19.165,0,0.0348,0.899,0.0625,0.0801,0.238,84.93,4.28975,4,Instrumental
Brothers Osborne,Younger Me,,0.55,0.683,4,-6.914,1,0.0362,0.0361,0.00000175,0.334,0.24,87.053,206853,4,Alt_Music
M1llionz,How Many Times,62,0.629,0.696,2,-4.848,0,0.332,0.52,,0.134,0.752,144.322,188194,4,HipHop
VANITASÂëΩÊ≠ª,"Navigator, New Friend Request!",35,0.499,0.613,,-7.404,0,0.0453,0.00121,0.849,0.176,0.15,179.9,192035,4,Indie_Alt
Glass Animals,Heat Waves,84,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,238805,4,Indie_Alt
The Virgins,Rich Girls,46,0.753,0.869,10,-4.09,0,0.0338,0.00164,0.00000621,0.155,0.703,109.563,182093,4,Indie_Alt
Sonder,Nobody But You,73,0.637,0.299,7,-11.314,1,0.0366,0.742,,0.359,0.364,83.872,213214,4,Indie_Alt
Bile,In League,36,0.497,0.909,5,-11.786,0,0.0802,0.0000208,0.578,0.68,0.125,139.915,292037,4,Metal
Clawfinger,Out to Get Me,42,0.543,0.952,2,-3.402,1,0.0376,0.000469,0.000239,0.117,0.733,129.977,224427,4,Metal
Stevie Nicks,Show Them The Way,49,0.619,0.808,5,-7.776,0,0.0634,0.0301,,0.101,0.324,113.008,391332,4,Rock
"Lata Mangeshkar, Udit Narayan",Ho Gaya Hai Tujhko To Pyar Sajna,49,0.404,0.662,7,-8.606,0,0.059,0.547,0.0000299,0.346,0.507,100.195,5.794666667,4,Bollywood
Cracker,Low,58,0.329,0.646,7,-6.962,1,0.0283,0.0093,0.00469,0.101,0.471,173.974,276132,4,Rock
Le Tigre,Deceptacon,74,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,184627,4,Indie_Alt
Gurr,She Says,36,0.63,0.768,6,-5.667,1,0.0294,0.353,0.0814,0.108,0.519,119.978,212638,4,Indie_Alt
Alien Ant Farm,Movies,60,0.55,0.934,9,-5.076,1,0.0595,0.000113,0.000736,0.18,0.527,112.846,195707,4,Rock
BLOW,Full Delight,45,0.794,0.648,3,-7.659,0,0.0651,0.0643,0.419,0.0995,0.94,144.038,196315,4,Indie_Alt
Garbage,Queer,44,0.553,0.621,10,-7.474,0,0.0274,0.00591,0.00247,0.347,0.425,95.055,276493,4,Alt_Music
The Jailbirds,I Will Move On,28,0.405,0.735,7,-7.571,0,0.0415,0.00089,,0.0691,0.524,94.032,200978,3,Rock
SAFE,Trap Smarter,45,0.542,0.339,7,-11.49,0,0.477,0.73,,0.105,0.765,182.089,94892,4,HipHop
Accept,Koolaid,53,0.548,0.904,11,-5.197,1,0.03,0.000429,0.0842,0.37,0.342,129.016,299720,4,Metal
Sea Girls,Forever,37,0.592,0.811,7,-8.282,1,0.0392,0.00118,0.00231,0.13,0.453,124.029,240640,4,Rock
J. Cole,a m a r i,86,0.725,0.713,4,-6.173,0,0.187,0.127,,0.617,0.207,65.988,148421,4,HipHop
HarrySong,Konna,40,0.809,0.745,7,-5.34,1,0.174,0.138,,0.334,0.897,102.967,200388,4,Pop
Common,The Corner,49,0.729,0.82,10,-7.124,0,0.241,0.0191,0.000273,0.0927,0.471,156.412,225333,4,HipHop
The Movement,Set Sail,58,0.747,0.657,7,-5.993,1,0.0524,0.216,,0.0844,0.726,96.288,216477,4,Rock
MOD SUN,Bones,43,0.588,0.282,4,-6.676,1,0.0327,0.786,,0.1,0.308,125.048,167973,4,Alt_Music
Waka Flocka Flame,Hard in Da Paint,67,0.611,0.66,11,-5.883,1,0.0839,0.198,,0.365,0.583,71.544,246387,4,HipHop
Mohammed Rafi,Yahan Main Ajnabi Hoon,7,0.396,0.31,10,-10.648,0,0.0449,0.965,0.000945,0.671,0.311,116.968,5.407783333,4,Bollywood
Drakum,Urashima,38,0.402,0.892,5,-5.857,0,0.0447,0.00000174,0.515,0.162,0.423,94.982,269938,4,Metal
Ozzy Osbourne,Straight to Hell,55,0.436,0.761,8,-2.43,1,0.0506,0.00127,0.00403,0.173,0.282,142.027,225027,4,Metal
Aria Ohlsson,Love on the Weekend,54,0.672,0.431,1,-8.164,0,0.106,0.556,,0.0969,0.284,82.99,153253,4,Pop
Beach Riot,"Tune in, Drop Out",30,0.373,0.914,1,-6.347,1,0.0608,0.00113,0.00103,0.21,0.298,164.896,170162,4,Rock
Tirzah,Send Me,56,0.791,0.521,9,-11.746,1,0.0688,0.0704,0.218,0.0756,0.616,167.659,243269,4,Indie_Alt
Reginald Omas Mamode IV,400 Years,37,0.782,0.515,,-12.48,1,0.079,0.0339,0.00902,0.089,0.451,118.543,192783,4,Alt_Music
T-Pain,Up Down (Do This All Day) (feat. B.o.B),73,0.777,0.497,5,-6.846,0,0.056,0.256,,0.295,0.465,96.994,231093,4,Pop
Architects,Doomsday - Piano Reprise,49,0.347,0.127,6,-14.761,0,0.053,0.921,0.000117,0.0793,0.354,164.922,245856,3,Rock
Curtis Salgado,The Longer That I Live,35,0.757,0.86,,-4.648,1,0.0438,0.47,0.00000446,0.0941,0.923,128.095,231244,4,Blues
The Undertones,Teenage Kicks,61,0.415,0.782,2,-6.745,1,0.0461,0.0011,,0.14,0.564,135.029,148480,4,Indie_Alt
Adekunle Gold,Pretty Girl,54,0.8,0.751,10,-3.604,0,0.0781,0.00969,0.000782,0.0381,0.646,93.999,186783,4,Pop
El Alfa,La Mam√° de la Mam√°,80,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,219000,4,Pop
Jean Loup,Valerio Benustelli,31,0.482,0.862,8,-4.236,1,0.0367,0.0109,0.0000224,0.156,0.772,150,206007,4,Rock
MY BABY,Sunroof Diesel Blues,22,0.695,0.636,1,-9.238,1,0.0401,0.453,0.000557,0.0851,0.883,104.41,224511,4,Blues
Blood Lemon,Whistleblower,17,0.444,0.756,5,-8.034,1,0.0544,0.00164,0.36,0.101,0.397,109.592,272333,4,Rock
Transatlantic,The World We Used to Know,30,0.276,0.836,,-7.396,0,0.0511,0.00266,0.00467,0.219,0.411,136.62,561707,4,Metal
Les Big Byrd,Sn√∂-Golem,24,0.618,0.895,7,-6.222,1,0.0442,0.0107,0.882,0.0909,0.688,133.016,256000,4,Rock
"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),70,0.571,0.618,10,-4.966,1,0.0445,0.147,,0.159,0.288,138.03,3.863866667,4,Country
The Subways,Fight,42,0.446,0.963,6,-5.972,1,0.0987,0.0612,,0.323,0.727,165.028,161613,4,Rock
TENDOUJI,CRAZY (feat. ROY),41,0.542,0.82,3,-5.452,1,0.0659,0.000288,0.00157,0.453,0.789,153.09,157326,4,Rock
Panama,Together - il:lo Remix,41,0.659,0.702,9,-9.432,0,0.0369,0.13,0.595,0.0881,0.0947,114.017,294737,4,Indie_Alt
Donny Hathaway,Little Ghetto Boy,41,0.535,0.509,6,-7.519,0,0.0562,0.729,0.00000359,0.601,0.594,92.249,232093,4,HipHop
JDM Global,Cake,26,0.727,0.801,10,-6.562,1,0.0307,0.251,0.817,0.0838,0.928,121.032,167603,4,Pop
Briston Maroney,Sinkin',45,0.589,0.75,4,-7.086,1,0.0654,0.00162,,0.262,0.43,130.097,189560,4,Indie_Alt
Lavinia Meijer,La Valse d'Amélie,39,0.246,0.0833,9,-25.533,0,0.0488,0.992,0.915,0.0883,0.161,92.413,2.64245,3,Instrumental
Jon Batiste,CRY,52,0.738,0.507,9,-6.991,0,0.0272,0.229,0.00151,0.0724,0.7,80.015,237244,4,Blues
Gryffin,Body Back (feat. Maia Wright) - Acoustic,49,0.688,0.228,8,-12.337,1,0.0351,0.907,,0.131,0.419,109.771,196364,3,Pop
Dan Mangan,Fool For Waiting,42,0.325,0.342,7,-8.86,1,0.0358,0.748,0.0000663,0.101,0.264,92.08,243193,4,Pop
World's First Cinema,Red Run Cold,58,0.478,0.548,7,-7.399,0,0.126,0.203,0.00000391,0.246,0.412,147.757,223784,4,Rock
The Jungle Giants,Treat You Right,56,0.664,0.759,9,-4.926,0,0.0428,0.0169,0.0025,0.179,0.771,160.023,221466,4,Pop
Future Islands,For Sure,59,0.587,0.766,10,-5.735,1,0.0305,0.0406,0.249,0.0833,0.758,134.977,205246,4,Indie_Alt
Bob Dylan,Hurricane,70,0.509,0.827,,-7.715,1,0.079,0.0409,,0.12,0.743,135.601,8.54555,4,Rock
Jack Larsen,Saving Grace,52,0.433,0.713,,-8.288,1,0.0345,0.0157,,0.137,0.447,82.47,179476,4,Indie_Alt
Stanley Turrentine,Stolen Sweets,33,0.451,0.414,3,-10.857,1,0.0355,0.712,0.0000933,0.0821,0.764,165.617,6.21,4,Instrumental
Goose,Arcadia (7.27.19),35,0.426,0.746,1,-8.706,1,0.0825,0.337,0.184,0.955,0.503,95.923,571895,4,Rock
Tempting Fate,Running in Circles,32,0.53,0.873,2,-5.513,0,0.0613,0.00436,0.000472,0.161,0.272,162.053,202963,4,Alt_Music
Jon Hopkins,Singularity,48,0.526,0.776,1,-8.873,1,0.0597,0.00389,0.841,0.0865,0.0504,132.996,389200,4,Indie_Alt
HARDY,GIVE HEAVEN SOME HELL,64,0.639,0.843,11,-4.975,1,0.0362,0.0525,,0.0854,0.528,126.047,217802,4,Rock
"Britney Spears, will.i.am",Big Fat Bass (feat. will.i.am),41,0.777,0.71,,-4.717,1,0.0919,0.0295,,0.192,0.673,129.945,4.747333333,4,Pop
Roosevelt,See You Again,58,0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,262798,4,Indie_Alt
Howie Lee,The Door of Aspiration,19,0.282,0.231,,-14.456,1,0.0402,0.827,0.462,0.121,0.0414,71.538,218376,3,Indie_Alt
blink-182,All The Small Things,80,0.434,0.897,,-4.918,1,0.0488,0.0103,,0.612,0.684,148.726,167067,4,Pop
Hinds,Riding Solo,37,0.399,0.91,2,-5.285,1,0.0482,0.000125,0.204,0.196,0.537,175.978,216987,4,Indie_Alt
Sody,butterfly,54,0.588,0.625,,-9.502,1,0.212,0.69,0.00000438,0.0799,0.116,121.809,189013,4,Pop
T Garcia,Poquito,54,0.844,0.785,11,-5.405,0,0.0833,0.343,0.00011,0.505,0.454,99.992,171211,4,Pop
Etta James,I Just Want To Make Love To You - Single Version,64,0.642,0.523,3,-8.579,1,0.11,0.772,0.00000326,0.527,0.654,101.635,185627,4,Blues
Deep Blue Something,Breakfast At Tiffany's,72,0.622,0.829,2,-5.548,1,0.029,0.11,,0.0954,0.539,110.367,257373,4,Rock
Noga Erez,End of the Road,59,0.899,0.557,7,-7.966,1,0.245,0.0786,,0.0777,0.464,99.975,159986,4,Pop
No Sinner,Leadfoot,35,0.345,0.852,11,-4.245,1,0.0499,0.00016,0.0165,0.157,0.396,137.089,245213,4,Rock
The Horrors,Still Life,50,0.392,0.677,7,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091,321133,4,Alt_Music
Tony Spinner,Sweet Thang,12,0.549,0.824,6,-5.896,1,0.0403,0.117,0.0000135,0.0467,0.778,170.016,291720,4,Blues
Abiotic,Emerald,32,0.317,0.94,5,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,285000,3,Metal
Lil Son Jackson,Upstairs Boogie,35,0.593,0.438,10,-13.451,0,0.028,0.883,0.0167,0.317,0.758,130.225,136560,3,Blues
Florida Georgia Line,Meant To Be - Acoustic,46,0.683,0.457,10,-6.243,1,0.0385,0.83,,0.133,0.643,154.12,164467,4,Pop
Theraphosa,The Morning Star,16,0.548,0.83,6,-5.424,1,0.0292,0.011,0.000105,0.575,0.276,99.996,231467,4,Metal
TWIN XL,Slow Heart,49,0.583,0.881,9,-4.099,0,0.0904,0.00134,0.0000349,0.341,0.813,140.09,190487,4,Rock
Backstreet Boys,Back to Your Heart,45,0.649,0.429,2,-7.43,1,0.0239,0.231,,0.164,0.243,92.011,4.358883333,4,Pop
Lords of Black,Into the Black,31,0.418,0.929,7,-4.122,1,0.0539,0.000131,0.00134,0.245,0.546,170.037,238018,4,Metal
